Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
51,Emmitt Smith,DAL,RB,31.0,16.0,16.0,14.0,11.0,0.0,0.0,0.0,1203.0,9.0,294.0,79.0,0.0,183.2,0.0,6.0,5.0
52,Tyrone Wheatley,OAK,RB,28.0,14.0,13.0,34.0,20.0,0.0,0.0,0.0,1046.0,9.0,232.0,156.0,1.0,194.2,0.0,4.0,3.0
53,Jamal Anderson,ATL,RB,28.0,16.0,16.0,58.0,42.0,0.0,0.0,0.0,1024.0,6.0,282.0,382.0,0.0,210.6,0.0,6.0,4.0
54,Terry Glenn,NWE,WR,26.0,16.0,16.0,163.0,79.0,0.0,0.0,0.0,39.0,0.0,4.0,963.0,6.0,215.2,0.0,0.0,0.0
55,Keyshawn Johnson,TAM,WR,28.0,16.0,16.0,122.0,71.0,0.0,0.0,0.0,5.0,0.0,2.0,874.0,8.0,202.9,0.0,2.0,2.0
56,Shaun King,TAM,QB,23.0,16.0,16.0,0.0,0.0,2769.0,18.0,428.0,353.0,5.0,73.0,0.0,0.0,220.06,13.0,4.0,1.0
57,Ike Hilliard,NYG,WR,24.0,14.0,14.0,105.0,55.0,0.0,0.0,0.0,19.0,0.0,3.0,787.0,8.0,183.6,0.0,0.0,0.0
58,Kerry Collins,NYG,QB,28.0,16.0,16.0,0.0,0.0,3610.0,22.0,529.0,65.0,1.0,41.0,0.0,0.0,214.9,13.0,7.0,2.0
59,Ken Dilger,IND,TE,29.0,16.0,16.0,72.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,3.0,116.8,0.0,1.0,1.0
60,Bill Schroeder,GNB,WR,29.0,16.0,16.0,119.0,65.0,0.0,0.0,0.0,11.0,0.0,2.0,999.0,4.0,188.0,0.0,1.0,1.0
61,Brett Favre,GNB,QB,31.0,16.0,16.0,0.0,0.0,3812.0,20.0,580.0,108.0,0.0,27.0,0.0,0.0,201.28,16.0,9.0,5.0
62,Michael Pittman,ARI,RB,25.0,16.0,12.0,91.0,73.0,0.0,0.0,0.0,719.0,4.0,184.0,579.0,2.0,232.8,0.0,5.0,3.0
63,Troy Brown,NWE,WR,29.0,16.0,15.0,119.0,83.0,0.0,0.0,0.0,46.0,0.0,6.0,944.0,4.0,202.0,0.0,2.0,2.0
64,Jerry Rice,SFO,WR,38.0,16.0,16.0,122.0,75.0,0.0,0.0,1.0,-2.0,0.0,1.0,805.0,7.0,193.3,0.0,3.0,2.0
65,Dwayne Carswell,DEN,TE,28.0,16.0,16.0,64.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,3.0,116.5,0.0,0.0,0.0
66,Jay Riemersma,BUF,TE,27.0,12.0,12.0,60.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,5.0,96.2,0.0,1.0,1.0
67,Derrick Mason,TEN,WR,26.0,16.0,10.0,89.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,895.0,5.0,182.6,0.0,1.0,0.0
68,James Allen,CHI,RB,25.0,16.0,15.0,60.0,39.0,0.0,0.0,0.0,1120.0,2.0,290.0,291.0,1.0,190.1,0.0,5.0,4.0
69,Steve Beuerlein,CAR,QB,35.0,16.0,16.0,0.0,0.0,3730.0,19.0,533.0,106.0,1.0,44.0,0.0,0.0,189.8,18.0,9.0,8.0
70,Stephen Alexander,WAS,TE,25.0,16.0,16.0,72.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,2.0,108.0,0.0,2.0,1.0
71,Jackie Harris,DAL,TE,32.0,16.0,7.0,56.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,5.0,99.6,0.0,0.0,0.0
72,Jeff Graham,SDG,WR,31.0,14.0,13.0,112.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,4.0,167.7,0.0,1.0,1.0
73,Oronde Gadsden,MIA,WR,29.0,16.0,16.0,93.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,6.0,170.6,0.0,0.0,0.0
74,Rickey Dudley,OAK,TE,28.0,16.0,16.0,49.0,29.0,0.0,0.0,0.0,-7.0,0.0,1.0,350.0,4.0,87.3,0.0,1.0,0.0
75,Charles Evans,BAL,0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Charles Kirby,TAM,0,26.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Frank Sanders,ARI,WR,27.0,16.0,16.0,116.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,6.0,164.9,0.0,0.0,0.0
78,Drew Bledsoe,NWE,QB,28.0,16.0,16.0,0.0,0.0,3291.0,17.0,531.0,158.0,2.0,47.0,0.0,0.0,193.44,13.0,9.0,4.0
79,Brian Griese,DEN,QB,25.0,10.0,10.0,0.0,0.0,2688.0,19.0,336.0,102.0,1.0,29.0,0.0,0.0,185.72,4.0,5.0,3.0
80,Vinny Testaverde,NYJ,QB,37.0,16.0,16.0,0.0,0.0,3732.0,21.0,590.0,32.0,0.0,25.0,0.0,0.0,178.48,25.0,7.0,4.0
81,Kurt Warner,STL,QB,29.0,11.0,11.0,0.0,0.0,3429.0,21.0,347.0,17.0,0.0,18.0,0.0,0.0,184.86,18.0,4.0,1.0
82,Steve McNair,TEN,QB,27.0,16.0,15.0,0.0,0.0,2847.0,15.0,396.0,403.0,0.0,72.0,0.0,0.0,180.18,13.0,12.0,4.0
83,Kordell Stewart,PIT,QB,28.0,16.0,11.0,0.0,0.0,1860.0,11.0,289.0,436.0,7.0,78.0,0.0,0.0,182.0,8.0,8.0,3.0
84,Jon Kitna,SEA,QB,28.0,15.0,12.0,0.0,0.0,2658.0,18.0,418.0,127.0,1.0,48.0,0.0,0.0,147.01999999999995,19.0,17.0,6.0
85,Jay Fiedler,MIA,QB,29.0,15.0,15.0,0.0,0.0,2402.0,14.0,357.0,267.0,1.0,54.0,0.0,0.0,152.77999999999997,14.0,2.0,2.0
86,Rob Johnson,BUF,QB,27.0,12.0,11.0,1.0,1.0,2125.0,12.0,306.0,307.0,1.0,42.0,-6.0,0.0,152.1,7.0,4.0,2.0
87,Charlie Batch,DET,QB,26.0,15.0,15.0,0.0,0.0,2489.0,13.0,412.0,199.0,2.0,44.0,0.0,0.0,147.46,15.0,6.0,3.0
88,Tony Richardson,KAN,RB,29.0,16.0,16.0,75.0,58.0,0.0,0.0,0.0,697.0,3.0,147.0,468.0,3.0,206.5,0.0,3.0,2.0
89,Trent Green,STL,QB,30.0,8.0,5.0,0.0,0.0,2063.0,16.0,240.0,69.0,1.0,20.0,0.0,0.0,145.42,5.0,3.0,2.0
90,Jake Plummer,ARI,QB,26.0,14.0,14.0,0.0,0.0,2946.0,13.0,475.0,183.0,0.0,37.0,0.0,0.0,140.14,21.0,8.0,3.0
91,Jeff Blake,NOR,QB,30.0,11.0,11.0,0.0,0.0,2025.0,13.0,302.0,243.0,1.0,57.0,0.0,0.0,139.3,9.0,7.0,3.0
92,Kevin Faulk,NWE,RB,24.0,16.0,9.0,68.0,51.0,0.0,0.0,0.0,570.0,4.0,164.0,465.0,1.0,176.5,0.0,6.0,4.0
93,Cade McNown,CHI,QB,23.0,10.0,9.0,0.0,0.0,1646.0,8.0,280.0,326.0,3.0,50.0,0.0,0.0,124.44,9.0,8.0,3.0
94,Brad Johnson,WAS,QB,32.0,12.0,11.0,0.0,0.0,2505.0,11.0,365.0,58.0,1.0,22.0,0.0,0.0,120.0,15.0,5.0,3.0
95,Tim Biakabutuka,CAR,RB,26.0,12.0,11.0,58.0,34.0,0.0,0.0,0.0,627.0,2.0,173.0,341.0,2.0,148.8,0.0,4.0,3.0
96,Travis Prentice,CLE,RB,24.0,16.0,11.0,43.0,37.0,0.0,0.0,0.0,512.0,7.0,173.0,191.0,1.0,153.3,0.0,2.0,1.0
97,Doug Flutie,BUF,QB,38.0,11.0,5.0,0.0,0.0,1700.0,8.0,231.0,161.0,1.0,36.0,0.0,0.0,112.1,3.0,5.0,2.0
98,Aaron Brooks,NOR,QB,24.0,8.0,5.0,0.0,0.0,1514.0,9.0,194.0,170.0,2.0,41.0,0.0,0.0,111.56,6.0,4.0,1.0
99,Chris Chandler,ATL,QB,35.0,14.0,13.0,1.0,1.0,2236.0,10.0,331.0,60.0,0.0,21.0,-4.0,0.0,110.04,12.0,7.0,1.0
100,Donald Hayes,CAR,WR,25.0,15.0,15.0,112.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,3.0,174.6,0.0,1.0,1.0
101,Peter Warrick,CIN,WR,23.0,16.0,16.0,126.0,51.0,0.0,0.0,0.0,148.0,2.0,16.0,592.0,4.0,159.0,0.0,2.0,1.0
102,Ron Dayne,NYG,RB,22.0,16.0,4.0,3.0,3.0,0.0,0.0,0.0,770.0,5.0,228.0,11.0,0.0,109.1,0.0,1.0,1.0
103,Charles Johnson,PHI,WR,28.0,16.0,16.0,100.0,56.0,0.0,0.0,0.0,18.0,0.0,5.0,642.0,7.0,164.0,0.0,0.0,0.0
104,Darrell Jackson,SEA,WR,22.0,16.0,9.0,93.0,53.0,0.0,0.0,0.0,-1.0,0.0,1.0,713.0,6.0,156.20000000000005,0.0,2.0,2.0
105,Richie Anderson,NYJ,RB,29.0,16.0,10.0,125.0,88.0,0.0,0.0,0.0,63.0,0.0,27.0,853.0,2.0,187.6,0.0,2.0,2.0
106,James McKnight,DAL,WR,28.0,16.0,15.0,106.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,2.0,154.6,0.0,1.0,1.0
107,Marcus Robinson,CHI,WR,25.0,11.0,11.0,102.0,55.0,0.0,0.0,0.0,9.0,0.0,1.0,738.0,5.0,157.70000000000005,0.0,1.0,1.0
108,Curtis Conway,SDG,WR,29.0,14.0,14.0,99.0,53.0,0.0,0.0,0.0,31.0,0.0,3.0,712.0,5.0,157.29999999999995,0.0,0.0,0.0
109,Sean Dawkins,SEA,WR,29.0,16.0,16.0,102.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,5.0,166.1,0.0,0.0,0.0
110,Gus Frerotte,DEN,QB,29.0,10.0,6.0,0.0,0.0,1776.0,9.0,232.0,64.0,1.0,22.0,0.0,0.0,97.44,8.0,5.0,3.0
111,Johnnie Morton,DET,WR,29.0,16.0,16.0,116.0,61.0,0.0,0.0,0.0,25.0,0.0,4.0,788.0,3.0,158.3,0.0,1.0,1.0
112,Shawn Bryson,BUF,RB,24.0,16.0,7.0,46.0,32.0,0.0,0.0,0.0,591.0,0.0,161.0,271.0,2.0,130.2,0.0,1.0,0.0
113,Dedric Ward,NYJ,WR,26.0,16.0,16.0,119.0,54.0,0.0,0.0,0.0,23.0,0.0,4.0,801.0,3.0,152.4,0.0,1.0,1.0
114,Az-Zahir Hakim,STL,WR,23.0,16.0,4.0,81.0,53.0,0.0,0.0,0.0,19.0,0.0,5.0,734.0,4.0,142.3,0.0,7.0,5.0
115,Terrell Fletcher,SDG,RB,27.0,16.0,6.0,71.0,48.0,0.0,0.0,0.0,384.0,3.0,116.0,355.0,1.0,141.9,0.0,2.0,2.0
116,Terance Mathis,ATL,WR,33.0,16.0,16.0,124.0,57.0,0.0,0.0,0.0,-5.0,0.0,1.0,679.0,5.0,152.4,0.0,1.0,1.0
117,Sammy Morris,BUF,RB,23.0,12.0,8.0,48.0,37.0,0.0,0.0,0.0,341.0,5.0,93.0,268.0,1.0,131.9,0.0,2.0,1.0
118,Peerless Price,BUF,WR,24.0,16.0,16.0,106.0,52.0,0.0,0.0,0.0,32.0,0.0,2.0,762.0,3.0,143.39999999999995,0.0,4.0,3.0
119,Andre Rison,OAK,WR,33.0,16.0,0.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,6.0,137.6,0.0,0.0,0.0
120,Hines Ward,PIT,WR,24.0,16.0,15.0,83.0,48.0,0.0,0.0,0.0,53.0,0.0,4.0,672.0,4.0,142.5,0.0,2.0,1.0
121,Qadry Ismail,BAL,WR,30.0,15.0,13.0,95.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,5.0,144.5,0.0,0.0,0.0
122,Albert Connell,WAS,WR,26.0,16.0,12.0,102.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,3.0,133.2,0.0,0.0,0.0
123,Shawn Jefferson,ATL,WR,31.0,16.0,14.0,104.0,60.0,0.0,0.0,0.0,1.0,0.0,1.0,822.0,2.0,154.29999999999995,0.0,1.0,0.0
124,Trent Dilfer,BAL,QB,28.0,11.0,8.0,1.0,1.0,1502.0,12.0,226.0,75.0,0.0,20.0,-1.0,0.0,90.48,11.0,8.0,2.0
125,Priest Holmes,BAL,RB,27.0,16.0,2.0,46.0,32.0,0.0,0.0,0.0,588.0,2.0,137.0,221.0,0.0,122.9,0.0,2.0,1.0
126,Bobby Shaw,PIT,WR,25.0,16.0,0.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,4.0,127.2,0.0,2.0,2.0
127,Ryan Leaf,SDG,QB,24.0,11.0,9.0,0.0,0.0,1883.0,11.0,322.0,54.0,0.0,28.0,0.0,0.0,76.72,18.0,12.0,6.0
128,Larry Centers,WAS,RB,32.0,15.0,6.0,93.0,81.0,0.0,0.0,0.0,103.0,0.0,19.0,600.0,3.0,169.3,0.0,1.0,0.0
129,Willie Jackson,NOR,WR,29.0,15.0,7.0,80.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,6.0,123.3,0.0,2.0,1.0
130,Tony Banks,BAL,QB,27.0,11.0,8.0,0.0,0.0,1578.0,8.0,274.0,57.0,0.0,19.0,0.0,0.0,84.82000000000002,8.0,5.0,0.0
131,Sylvester Morris,KAN,WR,23.0,15.0,14.0,105.0,48.0,31.0,0.0,1.0,0.0,0.0,0.0,678.0,3.0,129.04,0.0,3.0,3.0
132,Mike Alstott,TAM,RB,27.0,13.0,13.0,19.0,13.0,0.0,0.0,1.0,465.0,5.0,131.0,93.0,0.0,94.8,0.0,3.0,2.0
133,Irving Fryar,WAS,WR,38.0,14.0,6.0,76.0,41.0,0.0,0.0,0.0,16.0,0.0,2.0,548.0,5.0,127.4,0.0,0.0,0.0
134,James Thrash,WAS,WR,25.0,16.0,9.0,74.0,50.0,0.0,0.0,0.0,82.0,0.0,10.0,653.0,2.0,133.5,0.0,1.0,1.0
135,Darnell Autry,PHI,RB,24.0,11.0,7.0,37.0,24.0,0.0,0.0,0.0,334.0,3.0,112.0,275.0,1.0,106.9,0.0,2.0,1.0
136,Jacquez Green,TAM,WR,24.0,16.0,16.0,103.0,51.0,0.0,0.0,0.0,13.0,0.0,5.0,773.0,1.0,135.60000000000002,0.0,0.0,0.0
137,Jerome Pathon,IND,WR,25.0,16.0,10.0,89.0,50.0,0.0,0.0,0.0,3.0,0.0,1.0,646.0,3.0,132.9,0.0,0.0,0.0
138,Jeremy McDaniel,BUF,WR,24.0,16.0,6.0,69.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,2.0,124.7,0.0,0.0,0.0
139,Chris Warren,2TM,RB,32.0,14.0,1.0,43.0,32.0,0.0,0.0,0.0,296.0,2.0,74.0,303.0,1.0,105.9,0.0,3.0,2.0
140,Terrence Wilkins,IND,WR,25.0,14.0,7.0,67.0,43.0,0.0,0.0,0.0,8.0,0.0,3.0,569.0,3.0,112.7,0.0,4.0,3.0
141,Randy Jordan,OAK,RB,30.0,16.0,0.0,32.0,27.0,0.0,0.0,0.0,213.0,3.0,46.0,299.0,1.0,102.2,0.0,1.0,0.0
142,Torrance Small,PHI,WR,30.0,14.0,14.0,94.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,569.0,3.0,113.0,1.0,0.0,0.0
143,Fred Beasley,SFO,RB,26.0,15.0,15.0,51.0,31.0,0.0,0.0,0.0,147.0,3.0,50.0,233.0,3.0,105.0,0.0,0.0,0.0
144,Tim Couch,CLE,QB,23.0,7.0,7.0,0.0,0.0,1483.0,7.0,215.0,45.0,0.0,12.0,0.0,0.0,73.82,9.0,2.0,0.0
145,Jeff George,WAS,QB,33.0,6.0,5.0,0.0,0.0,1389.0,7.0,194.0,24.0,0.0,7.0,0.0,0.0,71.96000000000002,6.0,3.0,1.0
146,Eddie Kennison,CHI,WR,27.0,16.0,10.0,95.0,55.0,0.0,0.0,0.0,72.0,0.0,3.0,549.0,2.0,129.1,0.0,1.0,0.0
147,Akili Smith,CIN,QB,25.0,12.0,11.0,0.0,0.0,1253.0,3.0,267.0,232.0,0.0,41.0,0.0,0.0,57.31999999999999,6.0,14.0,8.0
148,J.J. Stokes,SFO,WR,28.0,16.0,3.0,53.0,30.0,0.0,0.0,0.0,6.0,0.0,1.0,524.0,3.0,101.0,0.0,0.0,0.0
149,Jim Harbaugh,SDG,QB,37.0,7.0,5.0,0.0,0.0,1416.0,8.0,202.0,24.0,0.0,16.0,0.0,0.0,65.04,10.0,5.0,3.0
150,J.R. Redmond,NWE,RB,23.0,12.0,5.0,29.0,20.0,0.0,0.0,0.0,406.0,1.0,125.0,126.0,2.0,91.2,0.0,2.0,0.0
151,Thomas Jones,ARI,RB,22.0,14.0,4.0,46.0,32.0,0.0,0.0,0.0,373.0,2.0,112.0,208.0,0.0,96.1,0.0,4.0,3.0
152,Troy Aikman,DAL,QB,34.0,11.0,11.0,0.0,0.0,1632.0,7.0,262.0,13.0,0.0,10.0,0.0,0.0,62.58,14.0,2.0,2.0
153,Napoleon Kaufman,OAK,RB,27.0,14.0,2.0,24.0,13.0,0.0,0.0,0.0,499.0,0.0,93.0,127.0,1.0,79.6,0.0,1.0,1.0
154,Leslie Shepherd,MIA,WR,31.0,13.0,11.0,59.0,35.0,0.0,0.0,0.0,3.0,0.0,4.0,446.0,4.0,103.9,0.0,0.0,0.0
155,Ricky Proehl,STL,WR,32.0,12.0,4.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,4.0,99.1,0.0,0.0,0.0
156,Brandon Bennett,CIN,RB,27.0,16.0,0.0,29.0,19.0,0.0,0.0,0.0,324.0,3.0,90.0,168.0,0.0,84.19999999999997,0.0,2.0,1.0
157,Randall Cunningham,DAL,QB,37.0,6.0,3.0,0.0,0.0,849.0,6.0,125.0,89.0,1.0,23.0,0.0,0.0,62.86,4.0,4.0,1.0
158,Kevin Johnson,CLE,WR,24.0,16.0,16.0,98.0,57.0,23.0,0.0,3.0,0.0,0.0,0.0,669.0,0.0,122.82,1.0,0.0,0.0
